"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","REG_SHO","Rule_3210","Country of Domicile","Company Name" 
"PMLAY","Grey Market","12/11/2013","Grey Market","N","Global Depository Receipts","","PARMALAT SPA S/GDR 144A","N","N","Italy","Parmalat S.p.A."
"PMLDY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PRIME MINERALS LTD S/ADR","N","N","Australia","Prime Minerals Ltd."
"PMLIF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PRIMEAG AUSTRALIA LTD ORD","N","N","Australia","Primeag Australia Ltd."
"PMLT","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PRIME ESTATES & DEVS INC","N","N","USA","Prime Estates & Developments, Inc."
"PMMAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PUMA AG RUDOLF DASSLER SP","N","N","Germany","Puma AG Rudolf Dassler Sport"
"PMMEF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PREMIUM EXPL INC","N","N","Canada","Premium Exploration, Inc."
"PMMTF","Grey Market","12/11/2013","Grey Market","N","Fund","","PRECIOUS METALS & MNG TR","N","N","","Precious Metals & Mining Trust"
"PMNCF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PT MNC SKY VISION TBK JAK","N","N","","PT MNC Sky Vision TBK Jakarta Barat"
"PMNRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRIME MERIDIAN RES CORP","N","N","Canada","Prime Meridian Resources Corp."
"PMNXF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PERSEUS MINING LTD ORD","N","N","Australia","Perseus Mining Ltd"
"PMOIF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PREMIER OIL PLC ORD","N","N","United Kingdom","Premier Oil plc"
"PMOIY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PREMIER OIL PLC S/ADR","N","N","United Kingdom","Premier Oil plc"
"PMOZ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRISMONE GROUP INC","N","N","USA","PrismOne Group, Inc."
"PMPAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PAMPA ENERGIA SHS 1 VOTE","N","N","","Pampa Energia S.A."
"PMPD","Grey Market","12/11/2013","Grey Market","N","Common Stock","","PRO METALS PRODS INC","N","N","USA","Pro Metal Products, Inc."
"PMPLY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","PMP LTD UNSP/ADR","N","N","Australia","PMP Ltd."
"PMRA","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","PROAMERICA BANK (CA)","N","N","USA","ProAmerica Bank (CA)"
"PMRGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PANMURE GORDON & CO ORD","N","N","United Kingdom","Panmure Gordon & Co. Plc"
"PMRLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRO MINERALS INC","N","N","Canada","Pro Minerals, Inc."
"PMRS","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PREMIER MTG RES INC","N","N","USA","Premier Mortgage Resources, Inc."
"PMSNF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PROTEOME SCIENCES PLC","N","N","United Kingdom","Proteome Sciences PLC"
"PMSO","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRIMAL SOLUTIONS INC","N","N","USA","Primal Solutions, Inc."
"PMTRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRECIOUS MTLS BULLION TR","N","N","","Precious Metals Bullion Trust"
"PMTT","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PAMET SYSTEMS INC","N","N","USA","Pamet Systems, Inc."
"PMTWF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PROMETHEAN WORLD PLC ORD","N","N","","Promethean World PLC"
"PMTYF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PLAYMATES TOYS LTD ORD","N","N","USA","Playmates Toys Ltd."
"PMUGW","OTC Link","12/11/2013","OTCQB","N","Warrants","","PTGI HOLDING INC CL A-1","N","N","USA","PTGi Holding, Inc."
"PMUOW","OTC Link","12/11/2013","OTCQB","N","Warrants","","PTGI HOLDING INC CL A-2","N","N","USA","PTGi Holding, Inc."
"PMUPW","OTC Link","12/11/2013","OTCQB","N","Warrants","","PTGI HOLDING, INC. CL A-3","N","N","USA","PTGi Holding, Inc."
"PMVGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PMI GOLD CORP","N","N","Canada","PMI Gold Corp."
"PMXO","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","PMX COMMUNITIES INC","N","N","USA","PMX Communities Inc"
"PMXRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","SABRE GRAPHITE CORP","N","N","Canada","Sabre Graphite Corp."
"PMXSF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PHARMAXIS LTD ORD","N","N","Australia","Pharmaxis Ltd."
"PMXX","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRIMIX CORP","N","N","USA","Primix Corporation"
"PNADF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PETRONAS GAS BERHAD ORD","N","N","","Petronas Gas Berhad"
"PNAGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PETRONAS GAS BHD ORD","N","N","","Petronas Gas Berhad"
"PNAJF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PAN AUSTRALIAN RES LTD","N","N","Australia","Pan Australian Resource, Ltd."
"PNAR","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PAN AMER RESOURCES","N","N","USA","Pan American Resources, Inc."
"PNBC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRINCETON NATL BANCORP","N","N","USA","Princeton National Bancorp, Inc."
"PNBI","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PIONEER BANKSHARES INC","N","N","USA","Pioneer Bankshares, Inc."
"PNCFO","Grey Market","12/11/2013","Grey Market","N","Preferred Stock","","PNC FINL SV GP 1.80 B PFD","N","N","USA","PNC Financial Services Group, Inc. (The)"
"PNCGF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PINECREST ENERGY INC ORD","N","N","Canada","Pinecrest Energy, Inc."
"PNCH","OTC Link","12/11/2013","OTCQB","N","Common Stock","","IC PUNCH MEDIA INC","N","N","USA","IC Punch Media, Inc."
"PNCKF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PURE NICKEL INC","N","N","Canada","Pure Nickel Inc."
"PNCOF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PIONEER CORP ORD","N","N","Japan","Pioneer Corp."
"PNCOY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PIONEER CORP UNSP/ADR","N","N","Japan","Pioneer Corp."
"PNCR","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PINECREST INVSTMNT GROUP","N","N","USA","Pinecrest Investment Group, Inc."
"PNCXL","Grey Market","12/11/2013","Grey Market","N","Common Stock","","PNC FINL SVCS GRP D/S O","N","N","","PNC Financial Corp."
"PNCYL","Grey Market","12/11/2013","Grey Market","N","Common Stock","","PNC FIN SERV D/S SER R","N","N","USA","PNC Financial Services Group, Inc. (The)"
"PNDMF","OTC Link/BB","12/11/2013","OTCQB","N","Ordinary Shares","","PNI DIGITAL MEDIA INC","N","N","Canada","PNI Digital Media, Inc."
"PNDZF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PANDORA A/S ORD","N","N","USA","Pandora A/S"
"PNDZY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PANDORA AS UNSP/ADR","N","N","USA","Pandora A/S"
"PNENY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","PETRON CORP UNSP/ADR","N","N","Philippines","Petron Corp."
"PNFTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PETRONEFT RESOURCES PLC","N","N","","Petroneft Resources Plc."
"PNGAY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PING AN INS CO OF CHINA","N","N","China","Ping An Insurance (Group) Company of China Ltd."
"PNGB","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PANGLOBAL BRANDS INC","N","N","USA","Panglobal Brands, Inc."
"PNGM","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","PENGRAM CORP","N","N","USA","Pengram Corp."
"PNGY","Grey Market","12/11/2013","Grey Market","N","Common Stock","","PATRIOT ENGY CORP NV","N","N","USA","Patriot Energy Corp."
"PNHNF","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","PATHEON RESTRCTD VTG SHS","N","N","Canada","Patheon Inc."
"PNIKF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","PROPHECY PLATINUM CORP","N","N","Canada","Prophecy Platinum Corp."
"PNLTQ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PANELTECH INTL HLDGS INC","N","N","USA","Paneltech International Holdings, Inc."
"PNLYY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","POSTNL NV S/ADR","N","N","The Netherlands","PostNL N.V."
"PNMD","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","PN MED GROUP INC","N","N","Chile","PN Med Group Inc"
"PNMLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","JAYDEN RES INC ORD NEW","N","N","Canada","Jayden Resources, Inc."
"PNMOF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","POINT INC MITO","N","N","","Point Inc."
"PNMXO","OTC Link","12/11/2013","OTCQB","N","Preferred Stock","","PUBLIC SER N M 4.58 PR","N","N","USA","Public Service Company of New Mexico"
"PNNB","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PINNACLE BANK OF OREGON","N","N","USA","Pinnacle Bank of Oregon (Beaverton)"
"PNNFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PLANET PLATINUM LTD ORD","N","N","Australia","Planet Platinum Ltd."
"PNNX","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PENNEXX FOODS INC","N","N","USA","Pennexx Foods, Inc."
"PNOD","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PACIFIC NRTHWST DEVEL","N","N","USA","Pacific Northwest Development Corp."
"PNOPF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PNO RESOURCES LTD","N","N","Canada","PNO Resources Ltd."
"PNPAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PARANAPANEMA SA NPV","N","N","Brazil","Paranapanema SA"
"PNPFF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PINETREE CAPITAL LTD ORD","N","N","Canada","Pinetree Capital Ltd."
"PNPPY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PARANAPANEMA SA SP/ADR PR","N","N","Brazil","Paranapanema SA"
"PNRC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PREMIER ENERGY CORP FL","N","N","USA","Premier Energy Corp."
"PNRXF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PORTO ENERGY CORP","N","N","USA","Porto Energy Corp."
"PNSR","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","PENSADOR RESOURCES INC","N","N","USA","Pensador Resources, Inc."
"PNSTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PINESTAR GOLD INC","N","N","Canada","Pinestar Gold, Inc."
"PNSUF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PINAR SUT MAMULLERI SANAY","N","N","","Pinar Sut Mamulleri Sanayii As"
"PNTC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PLANET AMERICA INC","N","N","Canada","Planet America, Inc."
"PNTN","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PENTRONICS INDUS INC","N","N","","Pentronics Industries, Inc."
"PNTV","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","PLAYERS NETWORK INC","N","N","USA","Players Network (THE)"
"PNTZF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","KOMBAT COPPER INC","N","N","Canada","Kombat Copper, Inc."
"PNVAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PESCANOVA SA ORD","N","N","","Pescanova S.A."
"PNVL","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRINEVILLE BANCORPORATION","N","N","USA","Prineville Bancorporation"
"PNWRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","VALEURA ENERGY INC","N","N","Canada","Valeura Energy Inc."
"PNXLF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","IRON SOUTH MINING CRP ORD","N","N","Canada","Iron South Mining Corp."
"PNXPF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PLANET MINING EXPL INC","N","N","Canada","Planet Mining Exploration, Inc."
"PNYTF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","POYNT CORP ORD","N","N","Canada","Poynt Corporation"
"POAHF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PORSCHE AUTOMOBILE PFD","N","N","Germany","Porsche Automobile Holding SE"
"POAHY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PORSCHE AUTOMBL UNSP/ADR","N","N","Germany","Porsche Automobile Holding SE"
"POAIE","OTC Link/BB","12/11/2013","OTC Pink Limited","N","Common Stock","","PENOLA INC","N","N","Australia","Penola Inc"
"POCC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PENN OCTANE CORP","N","N","USA","Penn Octane Corp."
"POCEF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PHOTON CONTROL INC","N","N","Canada","Photon Control, Inc."
"POCO","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","PORT OF CALL ONLINE INC","N","N","USA","Port of Call Online Inc"
"POEFF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PAN ORIENT ENERGY CORP","N","N","Canada","Pan Orient Energy Corp."
"POELF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PORTUCEL EMPRS ORD","N","N","Portugal","Portucel-Empresa Produtora de Pasta e Papel S.A."
"POETF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","POET TECHNOLOGIES INC","N","N","Canada","POET Technologies Inc."
"POFCF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PETROFAC LTD ORD","N","N","United Kingdom","Petrofac Ltd"
"POFCY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PETROFAC LTD UNSP/ADR","N","N","United Kingdom","Petrofac Ltd"
"POFFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRIME OFFICE AG ORD","N","N","","Prime Office AG"
"POFNF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","A","POWER FINANCIAL CORP","N","N","Canada","Power Financial Corp."
"POGLY","OTC Link","12/11/2013","OTCQX International","N","American Depository Receipts","","PRYME ENERGY S/ADR","N","N","USA","Pryme Energy Ltd"
"POGS","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PIONEER OIL & GAS","N","N","USA","Pioneer Oil & Gas"
"POGWY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","POLISH OIL & GAS UNSP/ADR","N","N","","Polish Oil & Gas Co."
"POHEF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PLANET ORGANIC HEALTH CRP","N","N","Canada","Planet Organic Health Corp."
"POHGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PROSPECTOR OFFSHORE DRILL","N","N","","Prospector Offshore Drilling S.A."
"POIG","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PETROL OIL AND GAS INC","N","N","USA","Petrol Oil and Gas, Inc."
"POIL","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PACIFIC OIL CO","N","N","USA","Pacific Oil Co."
"POIV","Grey Market","12/11/2013","Grey Market","N","Common Stock","","POTENTIAL INVTS CMT SHS","N","N","","Potential Investments Inc"
"POJLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","POHJOLA BANK PLC ORD","N","N","Finland","Pohjola Bank Plc"
"POJLY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","POHJOLA BANK PLC UNSP/ADR","N","N","Finland","Pohjola Bank Plc"
"POLJF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","POLO RESOURCES LTD NEW","N","N","British Virgin Islands","Polo Resources Ltd."
"POLMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","POLARIS MINERALS CORP","N","N","Canada","Polaris Minerals Corp."
"POLR","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","POLAR PETROLEUM CORP","N","N","USA","Polar Petroleum Corp."
"POLXF","OTC Link","12/11/2013","OTC Pink No Information","N","Ordinary Shares","","POLYDEX PHARMS LTD","N","N","Canada","Polydex Pharmaceuticals Ltd."
"PONT","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PONTIAC BANCORP INC","N","N","USA","Pontiac Bancorp, Inc."
"POOOY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PROTO RES & INVST S/ADR","N","N","Australia","Proto Resources & Investments Ltd."
"POOSF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","POSEIDON CONCEPTS CRP ORD","N","N","Canada","Poseidon Concepts Corp"
"POPM","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","POPMAIL.COM INC","N","N","USA","PopMail.com, Inc."
"POPS","OTC Link","12/11/2013","OTCQB","N","Common Stock","","POPBIG INC","N","N","USA","PopBig, Inc."
"POPT","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","POP3 MEDIA CORP","N","N","USA","Pop3 Media Corp."
"PORMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","A","PRO OR MINING RES INC A","N","N","Canada","Pro-Or Mining Resources Inc."
"POROF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PANORO MINERALS LTD","N","N","Canada","Panoro Minerals Ltd."
"PORT","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","NORTH HILLS SIGNAL PROCES","N","N","USA","North Hills Signal Processing Corp."
"POSC","OTC Link","12/11/2013","OTCQB","N","Common Stock","","POSITRON CORP","N","N","USA","Positron Corp."
"POSGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PHOSPHAGENICS LTD ORD","N","N","Australia","Phosphagenics Ltd."
"POSRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","POLAR STAR MNG CORP ORD","N","N","Canada","Polar Star Mining Corp."
"POSTZ","Grey Market","12/11/2013","Grey Market","N","Preferred Stock","B","POST HOLDINGS INC PFD B","N","N","USA","Post Holdings, Inc."
"POTG","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PORTAGE RESOURCES INC","N","N","Peru","Portage Resources, Inc."
"POTRF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","POTASH RIDGE CORPORATION","N","N","Canada","Potash Ridge Corporation"
"POTTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","POTASH MINERALS LTD ORD","N","N","","Potash Minerals Ltd"
"POWD","OTC Link","12/11/2013","OTCQB","N","Common Stock","","POWDER RIVER COAL CORP","N","N","USA","Powder River Coal Corp."
"POWN","OTC Link","12/11/2013","OTCQB","N","Common Stock","","POW! ENTERTAINMENT INC","N","N","USA","POW! Entertainment Inc."
"POWT","OTC Link","12/11/2013","OTCQB","N","Common Stock","","POWRTEC INTERNATIONAL CRP","N","N","USA","POWRtec International Corp"
"POYPF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","POLYPLANK ORD","N","N","","Polyplank"
"POYYF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","POLYMETAL INTL PLC ORD","N","N","","Polymetal International PLC"
"PPAAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PT PERUSAHAAN GAS NEGARA","N","N","Indonesia","PT Perusahaan Gas Negara Persaro"
"PPAAY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PT PERUSAHAAN GS UNSP/ADR","N","N","Indonesia","PT Perusahaan Gas Negara Persaro"
"PPAFQ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROTECTIVE PRODS AMER INC","N","N","USA","Protective Products of America, Inc."
"PPAL","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PEOPLES TR CO ST ALBNS VT","N","N","USA","Peoples Trust Co."
"PPAMF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PIRELLI & C SPA","N","N","Italy","Pirelli S.p.A."
"PPASY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","PIRELLI & C.RL EST S/ADR","N","N","Italy","Prelios SPA"
"PPBL","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PREMIERE OPPTYS GROUP INC","N","N","USA","Premiere Opportunities Group, Inc."
"PPBN","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PINNACLE BANKSHARES CORP","N","N","USA","Pinnacle Bankshares Corp."
"PPBV","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","PURPLE BEVERAGE CO INC","N","N","USA","Purple Beverage Co., Inc."
"PPCCF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PICC PPTY&CASUALTY ORD H","N","N","China","PICC Property and Casualty Co., Ltd."
"PPCCY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PICC PPTY&CSLT UNSP/ADR H","N","N","China","PICC Property and Casualty Co., Ltd."
"PPCGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRESIDENT ENERGY PLC","N","N","","President Energy PLC"
"PPCH","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PROPANC HEALTH GROUP CORP","N","N","Australia","Propanc Health Group Corp."
"PPCI","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PRESSURE PIPNG COMPONENTS","N","N","","Pressure Piping Components, Inc."
"PPCMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRETORIA PORTLAND CMN ORD","N","N","South Africa","PPC Limited"
"PPCYY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PPC LIMITED UNSP/ADR","N","N","South Africa","PPC Limited"
"PPDAQ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PIPELINE DATA INC","N","N","USA","Pipeline Data, Inc."
"PPDC","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PREPAYD INC","N","N","USA","PrepaYd, Inc."
"PPEHF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PURE TECHS LTD","N","N","Canada","Pure Techs Ltd."
"PPERF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PT BK MANDIRI PERSERO ORD","N","N","Indonesia","PT Bank Mandiri Persero TBK"
"PPERY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PT BK MANDIR PRS UNSP/ADR","N","N","Indonesia","PT Bank Mandiri Persero TBK"
"PPEVF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PACIFIC PARADYM ENGY INC","N","N","Canada","Pacific Paradym Energy, Inc."
"PPFC","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PAN PACIFIC BANK (CA)","N","N","USA","Pan Pacific Bank (Fremont, CA)"
"PPFP","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PACIFIC COPPER CORP","N","N","USA","Pacific Copper Corp."
"PPFS","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PRIME PACIFIC FINCL SVCS","N","N","USA","Prime Pacific Financial Services, Inc."
"PPGNY","OTC Link","12/11/2013","OTCQX International","N","American Depository Receipts","","PHOSPHAGENICS LTD S/ADR","N","N","Australia","Phosphagenics Ltd."
"PPII","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","COENZYME A INC","N","N","USA","Coenzyme A Inc."
"PPIRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PROSPECT EPICURE J-REIT V","N","N","","Prospect Epicure J-Reit Value Fund PLC"
"PPIZF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PUBLIC SERVICE PPTYS INVS","N","N","","Public Service Properties Investments Ltd"
"PPJE","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","PPJ ENTERPRISE","N","N","USA","PPJ Enterprise"
"PPJN","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PIPEJOIN TECHS INC","N","N","","Pipejoin Technologies, Inc."
"PPKZ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","POLYAIR INTER PACK INC","N","N","Canada","Polyair Inter Pack Inc."
"PPLFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PT PERUSAHAAN GAS NGR ORD","N","N","Indonesia","PT Perusahaan Perkebunan London Sumatra Indonesia Tbk"
"PPLFY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PT PERUSAHAAN UNSP/ADR","N","N","Indonesia","PT Perusahaan Perkebunan London Sumatra Indonesia Tbk"
"PPLKF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PETROPAVLOVSK PLC ORD","N","N","United Kingdom","Petropavlovsk PLC"
"PPLKY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PETROPAVLOVSK PLC S/ADR","N","N","United Kingdom","Petropavlovsk PLC"
"PPLL","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PEOPLES LTD","N","N","USA","Peoples, Ltd."
"PPMA","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PURE PHARMACEUTICALS CORP","N","N","Canada","Pure Pharmaceuticals Corp."
"PPMD","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROTIDE PHARMS INC","N","N","USA","Protide Pharmaceuticals, Inc."
"PPML","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PURE PLAY MUSIC LTD","N","N","USA","Pure Play Music, Ltd."
"PPMT","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PROFIT PLANNERS MGMT INC","N","N","USA","Profit Planners Management, Inc."
"PPNT","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PINPOINT RECOVERY SOLTNS","N","N","USA","Pinpoint Recovery Solutions Corp."
"PPOEF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PGE POLSKA GRUPA ENER ORD","N","N","","PGE Polska Grupa Energetyczna SA"
"PPOTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PACIFIC POTASH CORP ORD","N","N","Canada","Pacific Potash Corporation"
"PPOZF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PASSPORT ENERGY LTD ORD","N","N","Canada","Passport Energy Ltd."
"PPPLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PAN PACIFIC PETE NL AUST","N","N","","Pan Pacific Petroleum NL (Australia)"
"PPRG","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PATIENT PORTAL TECHS INC","N","N","USA","Patient Portal Technologies, Inc."
"PPRLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PROSPERITY RESOURCES LTD","N","N","","Prosperity Resources Ltd."
"PPRQF","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","CHOICE PPTYS REIT UNIT","N","N","","Choice Properties Real Estate Invt Trust"
